Date,Screen Name,Full Name,Tweet Text,Tweet ID,App,Followers,Follows,Retweets,Favorites,Verified,User Since,Location,Bio,Is Retweeted,Reply to User ID,Latitude,Longitude,Profile Image
10/10/2016 00:47:06,mydarlingkimmy,Kamille,15 Reasons Why Miriam Defensor-Santiago is a Bad-Ass Sister : Sister Secrets Blog https://t.co/v0bU5q3t71,785280459815149568,Twitter Web Client,460,178,0,0,No,06/12/2012 15:24:28,"Olongapo City, Philippines",Life goes on ❤ Daddy's Girl | Happy Soul | Dreamer | Traveler | Foodie | Budding photographer | Aspiring chef | Frustrated singer and dancer,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/734928690857967618/uw1ZEK0l_normal.jpg"", ""View"")"
10/10/2016 00:33:54,rinoc14,Rino Caballero,"""We should vote for someone who is competent and has moral excellence."" ~campaign speech of Sen.Miriam Defensor Santiago(+) on May 6, 2016",785277139738251264,Twitter Web Client,2,1,0,0,No,10/09/2016 11:51:24,,,No,785085248879026177,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785267585277231104/2fl8TmRX_normal.jpg"", ""View"")"
10/09/2016 23:37:00,bellagoncero,IMDRUNKILOVEYOU,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785262820321394688,Twitter for Android,263,1145,26,0,No,04/13/2013 12:51:34,,paumaj is love,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779736647877263360/WZT9WoTF_normal.jpg"", ""View"")"
10/09/2016 23:36:55,bellagoncero,IMDRUNKILOVEYOU,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785262800020971521,Twitter for Android,263,1145,17,0,No,04/13/2013 12:51:34,,paumaj is love,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779736647877263360/WZT9WoTF_normal.jpg"", ""View"")"
10/09/2016 23:36:52,bellagoncero,IMDRUNKILOVEYOU,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785262785504489472,Twitter for Android,263,1145,12,0,No,04/13/2013 12:51:34,,paumaj is love,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/779736647877263360/WZT9WoTF_normal.jpg"", ""View"")"
10/09/2016 23:22:56,Gr6vN,nGr6vF6aham,"RT @sarkastikotasyo: Sabi ng isang genie. ""Mabubuhay lamang ulit si Madam Senator Miriam Defensor Santiago kung aalisin daw ang pangulo at…",785259281293664256,Twitter Web Client,7,0,1,0,No,10/08/2016 15:08:15,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784922631434821632/kImd714t_normal.jpg"", ""View"")"
10/09/2016 23:11:31,AndyMaghupoy,Andy Sunnies,RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…,785256408233107456,Twitter for Android,136,509,523,0,No,07/08/2015 04:29:13,United Kingdom,#OneDirection /#NiallHoran,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/688217466527334400/oJZRPGXv_normal.jpg"", ""View"")"
10/09/2016 23:08:31,fuereu147,Blake_fuereu147,"RT @AndRayAKneeCoal: One of the bravest woman I know..
You will surely be remembered
RIP Miriam Defensor Santiago",785255652918714369,Twitter Web Client,9,0,1,0,No,10/07/2016 16:14:51,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784452568932057090/U5dY-mmo_normal.jpg"", ""View"")"
10/09/2016 22:32:12,Bp7Ly,lyBp7D3rown,"RT @PhilstarNews: A quote from @senmiriam ""This is goodbye."" https://t.co/dhpH5iOJWN #RIPMiriamSantiago https://t.co/Ozo2rtTsif",785246511659642884,Twitter Web Client,5,0,480,0,No,10/08/2016 15:41:24,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784922556289716228/AfyZhCjJ_normal.jpg"", ""View"")"
10/09/2016 22:09:15,jeanjeangatapia,iammajasalvador,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785240739349266433,Twitter for iPhone,328,70,12,0,No,06/21/2014 07:57:06,,"I just love Maja Salvador, that's it!!!! ❤️❤️❤️",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783636887311228928/5otNci3C_normal.jpg"", ""View"")"
10/09/2016 22:09:12,jeanjeangatapia,iammajasalvador,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785240723800989696,Twitter for iPhone,328,70,17,0,No,06/21/2014 07:57:06,,"I just love Maja Salvador, that's it!!!! ❤️❤️❤️",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783636887311228928/5otNci3C_normal.jpg"", ""View"")"
10/09/2016 22:09:03,jeanjeangatapia,iammajasalvador,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785240686668816385,Twitter for iPhone,328,70,26,0,No,06/21/2014 07:57:06,,"I just love Maja Salvador, that's it!!!! ❤️❤️❤️",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783636887311228928/5otNci3C_normal.jpg"", ""View"")"
10/09/2016 20:52:25,jamiibearrr,dam,"""Only in trials can you communicate with God."" - Sen. Miriam Defensor-Santiago",785221403549118464,Twitter for iPhone,760,2024,0,0,No,03/29/2013 03:06:45,northern lights,Modern Mandalorian 💘 || 🏅🏅🏅🚵,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784019221076320257/Cq2VEsEq_normal.jpg"", ""View"")"
10/09/2016 20:40:21,behopeda,RDR_formaja,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785218366810324992,Twitter for Android,10,49,17,0,No,08/16/2016 03:36:54,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/770116708363341825/NchEDKJJ_normal.jpg"", ""View"")"
10/09/2016 20:40:16,behopeda,RDR_formaja,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785218345788383233,Twitter for Android,10,49,26,0,No,08/16/2016 03:36:54,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/770116708363341825/NchEDKJJ_normal.jpg"", ""View"")"
10/09/2016 20:30:05,thtguymxoe_,Mxøeski 🐵,"RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. 👌
#MMKSenator…",785215781260800000,Twitter for Android,299,197,634,0,No,08/29/2010 07:28:35,,currently living in a dot on a global map,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/781970348673601536/VuWm-Qy1_normal.jpg"", ""View"")"
10/09/2016 19:57:52,runthelmarun,MAHA,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785207671829954561,Twitter for Android,325,179,12,0,No,01/13/2016 14:44:27,Ten Degrees,d e t a c h e d.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783621686553931776/d94rIh7B_normal.jpg"", ""View"")"
10/09/2016 19:57:49,runthelmarun,MAHA,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785207662048927744,Twitter for Android,325,179,17,0,No,01/13/2016 14:44:27,Ten Degrees,d e t a c h e d.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783621686553931776/d94rIh7B_normal.jpg"", ""View"")"
10/09/2016 19:57:46,runthelmarun,MAHA,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785207646613897217,Twitter for Android,325,179,26,0,No,01/13/2016 14:44:27,Ten Degrees,d e t a c h e d.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783621686553931776/d94rIh7B_normal.jpg"", ""View"")"
10/09/2016 19:23:42,Dianne5SOSPH,Dianne,RT @5SOSPHOfficial: RIP senator Miriam Defensor-Santiago 😞 thank you for being a true servant to this country and for standing up for what…,785199076111376389,Twitter for iPhone,12,12,84,0,No,08/15/2015 05:20:20,,@5sosphofficial twitter log :-) @asdfghjkldianne,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/686019190969401344/fjKCV_MK_normal.jpg"", ""View"")"
10/09/2016 19:21:01,mikohadoptante,mikoh,"RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. 👌
#MMKSenator…",785198399607889921,Twitter for Android,254,623,634,0,No,03/21/2015 11:24:34,Pasig City,"whatever you do, never run back to whatever broke you. IG: mikohadoptante",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/717529699820240897/L5YYGXvw_normal.jpg"", ""View"")"
10/09/2016 19:06:32,yamgishi,れだ 山岸,RT @bongbongmarcos: Our thoughts &amp; prayers to the family of Sen. Miriam Defensor Santiago https://t.co/7BPMj9TG9X RT #RIPMiriam https://t.c…,785194757014249472,Twitter for iPhone,993,2158,453,0,No,09/30/2014 18:25:55,,私は 優しいです あなたには優しいですか？,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784949285607444484/gGr8CWhD_normal.jpg"", ""View"")"
10/09/2016 18:45:12,chitolabor01,Mansueto P. Labor,"RT @Brigada_GNTV: Tulad ng kaniyang mga hindi malilimutang linya, si Sen. Miriam Defensor-Santiago ay mananatiling buhay sa puso ng bawat P…",785189387403419649,Twitter Web Client,16,136,2,0,No,02/06/2016 07:36:31,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/695875483469115392/1xmTt0bm_normal.jpg"", ""View"")"
10/09/2016 17:42:58,Gib2H,hGib2Gsxson,"RT @anne_garfil: Rip to senator .miriam defensor santiago

 CONDOLENCE TO THE FAMILY",785173722852429824,Twitter Web Client,1,0,1,0,No,10/09/2016 06:08:47,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785148807591976962/TuFLyc4Y_normal.jpg"", ""View"")"
10/09/2016 17:19:54,PRRDNews,PRRD News,Senator De Lima susunod sa yapak ni Senator Miriam Defensor Santiago? Kayo na humusga!: https://t.co/AkfRzCxHdp via @YouTube,785167919160389632,Google,74,242,0,0,No,04/09/2013 10:00:50,Republika ng Pilipinas,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/739986296236449797/JoTWgX3e_normal.jpg"", ""View"")"
10/09/2016 16:31:38,callme_grey,❌Xia Rom❌,"RT @SirEpreym: We need another Miriam in the Philippine Government. Unfortunately, Miriam Defensor Santiago is irreplaceable. 👌
#MMKSenator…",785155771898093568,Twitter for iPad,61,248,634,0,No,06/10/2016 14:32:23,"Daet,Camarines Norte",welcome to HeLL - Hopeless/Tanga💔,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784458204004560897/cC-_SQNk_normal.jpg"", ""View"")"
10/09/2016 16:23:46,lingbaconga,Ling Baconga,RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…,785153792660561920,Twitter Web Client,5,23,523,0,No,03/10/2016 05:56:26,,I'm a moggy-pomorphic human.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/719478563167055873/kRdTm6q3_normal.jpg"", ""View"")"
10/09/2016 16:19:49,RomblonNews,Romblon News Network,"RT @GMA_PA: Una rito ang yumaong Senadora, Miriam Defensor-Santiago. #PDU30First100Days",785152798551777280,Twitter for iPad,1016,486,4,0,No,03/31/2013 07:06:32,"Romblon, Philippines","First Romblon's Social News Network. Breaking News, Headlines, and Informations from Romblon. A @PhilstarNews Regional Partner.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/657599804524990464/Wxev08c__normal.png"", ""View"")"
10/09/2016 16:10:42,marsug85,Megan Pal,"RT @StarCinema: Muling tunghayan ang istorya ng buhay ni Miriam Defensor-Santiago bukas sa #MMKSenatorMiriam !
#MMK25 
For more upd… https:…",785150503927767040,Twitter for iPhone,80,166,17,0,No,06/01/2015 17:23:57,"Texas, USA",,No,,,,"=HYPERLINK(""http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png"", ""View"")"
10/09/2016 16:08:18,Exwlmnuicqz1453,Astrid Jean-simon,"Ang pag-ibig ay parang ketchup, matamis pero maraming nakikisawsaw. - Miriam Defensor-Santiago",785149899729932288,Twitter for Android,1,21,0,0,No,10/01/2016 22:05:07,,A witt fitness ite for guys who want results. Get empwered.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/782342261132648448/xNOvZq-Y_normal.jpg"", ""View"")"
10/09/2016 16:03:33,RoviRawwks,Ruvimi 💋,"RT @GMA_PA: Una rito ang yumaong Senadora, Miriam Defensor-Santiago. #PDU30First100Days",785148706538397696,Twitter for Android,145,414,4,0,No,03/18/2012 11:36:07,in Skyloft,I've got a hundred million reasons to walk away but baby I just need one good one to stay• THE MATCHBREAKER is now showing! ❤,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784436112395685888/1L-OYskS_normal.jpg"", ""View"")"
10/09/2016 15:57:54,sheiestinor,iehsim,"RT @GMA_PA: Una rito ang yumaong Senadora, Miriam Defensor-Santiago. #PDU30First100Days",785147285051105284,Twitter for Android,448,1214,4,0,No,09/22/2015 13:48:47,philippines,He makes all things beautiful in His time -JESUS,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/783308474629238790/1rBXrm6S_normal.jpg"", ""View"")"
10/09/2016 15:53:50,Aslan2266,Ivan Tech,"Una rito ang yumaong Senadora, Miriam Defensor-Santiago. #PDU30First100Days

— GMA Public Affairs (GMA_PA) October 9, 2016",785146259325739009,IFTTT,351,195,0,0,No,06/23/2012 12:52:46,,Tech Biz Guy,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/741925869082443778/4WkNLJC4_normal.jpg"", ""View"")"
10/09/2016 15:49:11,gmanews,GMA News,"RT @GMA_PA: Una rito ang yumaong Senadora, Miriam Defensor-Santiago. #PDU30First100Days",785145089978986496,TweetDeck,4697559,859,4,0,Yes,05/12/2009 07:14:09,Philippines,The official Twitter account of GMA News in the Philippines.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/666429255757115392/Ej4WDiwl_normal.png"", ""View"")"
10/09/2016 15:48:52,GMA_PA,GMA Public Affairs,"Una rito ang yumaong Senadora, Miriam Defensor-Santiago. #PDU30First100Days",785145009137868801,Twitter Web Client,30029,271,4,3,Yes,05/26/2015 01:45:58,National Capital Region,This is the official Twitter account of GMA Public Affairs. Follow us on Facebook and IG: GMAPublicAffairs,No,3226689698,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/771655848175165441/X8dgg3j0_normal.jpg"", ""View"")"
10/09/2016 15:40:38,halfbloodpunk,Prince Marvin,"RT @addictedreymart: The legacy of Sen. Miriam Defensor-Santiago will always be remembered. I love you my President. 😢😢

 #KMJS11",785142937701142528,Twitter for Android,115,66,93,0,No,07/21/2016 16:40:03,"Bacolod City, Western Visayas",Bio? You wouldn't care anyway...,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/782241133313175552/5POvjmIY_normal.jpg"", ""View"")"
10/09/2016 15:38:09,omgitsqueenH,hannah marie,"RT @jiangenovana: Sen. Miriam Defensor-Santiago's life story should definitely be a film, in the style of Whiplash.",785142314624614400,Twitter for Android,2284,1044,13,0,No,12/06/2015 07:55:38,mla,17 🔸 Future CPA🔸 goal digger 🔸 jer 29:11,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785610575761944576/lacnMmcu_normal.jpg"", ""View"")"
10/09/2016 15:19:58,badzofilada,Bado Ofilada,RT @cnnphilippines: Bongbong Marcos remembers his former running mate Miriam Defensor-Santiago https://t.co/V09Zb6tKlf https://t.co/oNnnPZT…,785137735996628993,Twitter for iPhone,228,1693,128,0,No,05/14/2009 04:35:30,Quezon City,"I've got nothing else to say. Hehe. 

instagram: bado_ofilada",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/525965429030666240/2f4dCRhC_normal.jpeg"", ""View"")"
10/09/2016 15:19:32,badzofilada,Bado Ofilada,RT @bongbongmarcos: Our thoughts &amp; prayers to the family of Sen. Miriam Defensor Santiago https://t.co/7BPMj9TG9X RT #RIPMiriam https://t.c…,785137627326390272,Twitter for iPhone,228,1693,453,0,No,05/14/2009 04:35:30,Quezon City,"I've got nothing else to say. Hehe. 

instagram: bado_ofilada",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/525965429030666240/2f4dCRhC_normal.jpeg"", ""View"")"
10/09/2016 15:19:28,badzofilada,Bado Ofilada,RT @cnnphilippines: Statement of Former Senator @bongbongmarcos on Senator Miriam Defensor-Santiago https://t.co/fg35pAso9C,785137611140505600,Twitter for iPhone,228,1693,52,0,No,05/14/2009 04:35:30,Quezon City,"I've got nothing else to say. Hehe. 

instagram: bado_ofilada",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/525965429030666240/2f4dCRhC_normal.jpeg"", ""View"")"
10/09/2016 15:19:02,badzofilada,Bado Ofilada,RT @PTVph: READ: Statement by Sen. Bongbong Marcos on the passing of Sen. Miriam Defensor Santiago | HERE: https://t.co/EeZzmTE0yl https://…,785137501660864512,Twitter for iPhone,228,1693,2,0,No,05/14/2009 04:35:30,Quezon City,"I've got nothing else to say. Hehe. 

instagram: bado_ofilada",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/525965429030666240/2f4dCRhC_normal.jpeg"", ""View"")"
10/09/2016 15:18:38,badzofilada,Bado Ofilada,RT @inquirerdotnet: Statement of Bongbong Marcos on Senator Miriam Defensor-Santiago's passing https://t.co/KlUTwLmU7h  |@jiandradeINQ,785137402322968576,Twitter for iPhone,228,1693,36,0,No,05/14/2009 04:35:30,Quezon City,"I've got nothing else to say. Hehe. 

instagram: bado_ofilada",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/525965429030666240/2f4dCRhC_normal.jpeg"", ""View"")"
10/09/2016 14:39:49,jamxandueza,JAM,Margaret Thatcher. Miriam Defensor-Santiago. Jam Daryll Andueza. 💪🏼👊🏼,785127633927348225,Twitter for iPhone,177,213,0,2,No,07/23/2012 08:37:20,"MAC, Pasay City, Philippines",BS Nursing💉|Virgo♍️|Loves👠💼🙎🏽‍♂️|Patron Saint of Procrastination👸🏻,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/778106676499144705/Jtzk-EHa_normal.jpg"", ""View"")"
10/11/2016 05:09:50,FEEDInc,FEED Inc.,300 #Indigenous #Philippine #Red Lauan Planted as #LIVING #LEGACY #Tribute to the Late-Sen. Miriam Defensor... https://t.co/zpm6CM3sPo,785708967011889152,Facebook,501,1019,0,0,No,09/24/2012 04:59:03,info@feed.org.ph,Fostering Education & Environment for Development (FEED) Inc. is an education and environment focused NGO supporting sustainable development in the Philippines.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2644107237/73121bfc4e46b1440f7a9dbd21ae7327_normal.png"", ""View"")"
10/11/2016 05:08:02,FEEDInc,FEED Inc.,300 #Indigenous #Philippine #Red Lauan Planted as #LIVING #LEGACY #Tribute to the Late-Sen. Miriam Defensor... https://t.co/MnuB8xVG0R,785708516237422596,Facebook,501,1019,0,0,No,09/24/2012 04:59:03,info@feed.org.ph,Fostering Education & Environment for Development (FEED) Inc. is an education and environment focused NGO supporting sustainable development in the Philippines.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2644107237/73121bfc4e46b1440f7a9dbd21ae7327_normal.png"", ""View"")"
10/11/2016 04:40:40,GraSodsod,Hazel Grace! |-/,"Miriam Defensor Santiago

Good mother
Good daughter
Excellent judge, teacher, lawyer, politician

Yet she didn't become our president. 😭💔",785701626505891840,Twitter for Android,935,1943,0,1,No,11/21/2009 09:12:45,Peculiardom,"On Wednesdays, we wear black.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784251373244211200/WOCFK09P_normal.jpg"", ""View"")"
10/11/2016 03:59:46,Sid98855481,Sid,RT @UnangHirit: Bukas sa publiko ang burol ng namayapang dating Senadora Miriam Defensor Santiago sa Immaculate Concepcion Cathedral sa Que…,785691334367596545,Twitter for Android,57,395,10,0,No,08/10/2015 08:18:48,"Cebu City, Central Visayas","The harder you work for something, the greater you'll feel when you achieve it.Hindi ako takot sa matataas, paglangoy at pag ibig. Takot akong MAHULOG, MALUNOD,",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/753158916247130113/4VgW79OP_normal.jpg"", ""View"")"
